Whole Person Physiome Table for Endocrine System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Jacob C. Scherba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0001-8187-0507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer Name(s):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,9/23/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"List physiological functions as a hierarchy, starting with the body system in Function/1 (this should be the same as the table name), a major life function in Function/2, and more specific functions in subsequent columns. Add more columns if needed. Place limited explanatory text if needed in Function/Notes. Each function should include a ID from Gene Ontology (GO) if possible or another standard ontology. The LABEL column is the label for that ID as it appears in that ontology.",,,,,,,,,,,,,,,,,,,,,,,,,"Provide a very brief description (a few words) of the specific processes that occur during the corresponding function (e.g., a chemical reaction, physical change, feedback loop, etc.).",,,,,"Indicate the time scale category for this process: milliseconds, seconds, minutes, hours, days, weeks, years.","List anatomical structures involved in the physiological function as a hierarchy, starting with an organ in Structure/1, part of an organ in Structure/2, and smaller sub-parts in subsequent columns. Add more columns if needed. For the LABEL and ID columns, use UBERON if possible or FMA as an alternative ontology.",,,,,,,,,,,,,,,,,,,,,,,,OPTIONAL: Cell (with ID if possible) to specify certain tissues or cell types within the anatomical structure,,,,,,"OPTIONAL FOR NOW. List clinical measures, such as laboratory tests, vital signs, or radiology studies, related to the physiological function. These columns are simple lists and are NOT hierarchical. Include an ID for the measurement, such as a LOINC code, if known. Add more columns if needed.",,,,,,,,,,,,"OPTIONAL FOR NOW. List other interacting physiological functions. These columns are simple lists and NOT hierarchical. Add more columns if needed. For the LABEL and ID columns, use Gene Ontology (GO) if possible.",,,,,,,,,,,,"DO NOT FILL THIS OUT YET. These columns will list body states or conditions that change the physiological process. (e.g., ""fed"", ""fasted"")",,"DO NOT FILL THIS OUT YET. These columns will indicate the changes that occur during the corresponding body states. (e.g., ""increase"", ""decrease"")",,"REQUIRED. Enter references in support of the information on this row. The ID column should include a standard identifier, such as a DOI or ISBN. The optional CHAPTER column should be used to list the relevant chapters in a book. The optional NOTES column can be used to clarify which part of the row the reference is for, such as a reference about the anatomical structures involved in the function rather than the interactions. Add more sets of reference columns if needed, making sure to include the ID column.",,,,,,,,,,,
Function/1,Function/1/LABEL,Function/1/ID,Function/2,Function/2/LABEL,Function/2/ID,Function/3,Function/3/LABEL,Function/3/ID,Function/4,Function/4/LABEL,Function/4/ID,Function/5,Function/5/LABEL,Function/5/ID,Function/6,Function/6/LABEL,Function/6/ID,Function/7,Function/7/LABEL,Function/7/ID,Function/8,Function/8/LABEL,Function/8/ID,Function/Notes,Process,Process triple,Process Logic,Process Logic,,TimeScale,Structure/1,Structure/1/LABEL,Structure/1/ID,Structure/2,Structure/2/LABEL,Structure/2/ID,Structure/3,Structure/3/LABEL,Structure/3/ID,Structure/4,Structure/4/LABEL,Structure/4/ID,Structure/5,Structure/5/LABEL,Structure/5/ID,Structure/6,Structure/6/LABEL,Structure/6/ID,Structure/7,Structure/7/LABEL,Structure/7/ID,Structure/8,Structure/8/LABEL,Structure/8/ID,Cell/1,Cell/1/LABEL,Cell/1/ID,Cell/2,Cell/2/LABEL,Cell/2/ID,ClinicalMeasure/1,ClinicalMeasure/1/LABEL,ClinicalMeasure/1/ID,ClinicalMeasure/2,ClinicalMeasure/2/LABEL,ClinicalMeasure/2/ID,ClinicalMeasure/3,ClinicalMeasure/3/LABEL,ClinicalMeasure/3/ID,ClinicalMeasure/4,ClinicalMeasure/4/LABEL,ClinicalMeasure/4/ID,Interaction/1,Interaction/1/LABEL,Interaction/1/ID,Interaction/2,Interaction/2/LABEL,Interaction/2/ID,Interaction/3,Interaction/3/LABEL,Interaction/3/ID,Interaction/4,Interaction/4/LABEL,Interaction/4/ID,State/1,State/2,Regulation/1,Regulation/2,REF/1,REF/1/ID,REF/1/CHAPTER,REF/1/NOTES,REF/2,REF/2/ID,REF/2/CHAPTER,REF/2/NOTES,REF/3,REF/3/ID,REF/3/CHAPTER,REF/3/NOTES
endocrine system,endocrine process,GO:0050886,male reproductive function,reproductive process,GO:0022414,testosterone production,testosterone secretion,GO:0035936,,,,,,,,,,,,,,,,,,,IF testosterone IS HIGH -> INCREASE spermatogenesis,,,hours,testis,testis,UBERON:0000473,seminiferous tubule,seminiferous tubule of testis,UBERON:0001343,,,,,,,,,,,,,,,,,,,leydig cell,Leydig cell,CL:0000178,,,,plasma testosterone,,2986-8,,,,,,,,,,male sexual development and function,,,metabolism changes,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,8,,,,,,,,,
endocrine system,endocrine process,GO:0050886,male reproductive function,reproductive process,GO:0022414,testosterone production,testosterone secretion,GO:0035936,,,,,,,,,,,,,,,,,,,IF testosterone IS HIGH -> INCREASE bone growth,,,hours,testis,testis,UBERON:0000473,seminiferous tubule,seminiferous tubule of testis,UBERON:0001343,,,,,,,,,,,,,,,,,,,leydig cell,Leydig cell,CL:0000178,,,,plasma testosterone,,2986-8,,,,,,,,,,male sexual development and function,,,metabolism changes,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,8,,,,,,,,,
endocrine system,endocrine process,GO:0050886,male reproductive function,reproductive process,GO:0022414,testosterone production,testosterone secretion,GO:0035936,,,,,,,,,,,,,,,,,,,IF testosterone IS HIGH -> INCREASE muscle growth,,,hours,testis,testis,UBERON:0000473,seminiferous tubule,seminiferous tubule of testis,UBERON:0001343,,,,,,,,,,,,,,,,,,,leydig cell,Leydig cell,CL:0000178,,,,plasma testosterone,,2986-8,,,,,,,,,,male sexual development and function,,,metabolism changes,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,8,,,,,,,,,
endocrine system,endocrine process,GO:0050886,male reproductive function,reproductive process,GO:0022414,inhibin B production,inhibin secretion,GO:0032334,,,,,,,,,,,,,,,,,inhibits FSH release; indirect marker of Sertoli cell activity,sertoli cell SECRETES inhibin b,IF inhibin b IS HIGH -> DECREASE fsh secretion,,,hours,testis,testis,UBERON:0000473,seminiferous tubule,seminiferous tubule of testis,UBERON:0001343,,,,,,,,,,,,,,,,,,,sertoli cell,Sertoli cell,CL:0000216,,,,plasma inhibin B,,34319-4,,,,,,,,,,pituitary gland feedback,,,FSH inhibition,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,8,,,,,,,,,
endocrine system,endocrine process,GO:0050886,male reproductive function,reproductive process,GO:0022414,anti-müllerian hormone production,,,,,,,,,,,,,,,,,,,causes regression of Müllerian ducts in male development,sertoli cell SECRETES anti-mullerian hormone,,,,hours,testis,testis,UBERON:0000473,seminiferous tubule,seminiferous tubule of testis,UBERON:0001343,,,,,,,,,,,,,,,,,,,sertoli cell,Sertoli cell,CL:0000216,,,,plasma AMH,,83104-0,,,,,,,,,,sexual development,,,embryonic development,,,müllerian duct regression,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,8,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,appetite regulation,regulation of appetite,GO:0032098,ghrelin production,ghrelin secretion,GO:0036321,,,,,,,,,,,,,,ghrelin is an orexigenic signal to the hypothalamus; stimulates growth hormone production,gastric p/d1 cell SECRETES ghrelin,IF ghrelin IS LOW -> DECREASE hunger,IF ghrelin IS LOW -> INCREASE hunger,,minutes,stomach,stomach,UBERON:0000945,gastric fundus,fundus of stomach,UBERON:0001160,,,,,,,,,,,,,,,,,,,enteroendocrine cells,enteroendocrine cell,CL:0000164,P/D1 cells,ghrelin secreting cell,CL:0005018,plasma ghrelin,,76474-6,,,,,,,,,,hypothalamic integration,,,growth hormone secretion,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,48,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,appetite regulation,regulation of appetite,GO:0032098,leptin production,,,,,,,,,,,,,,,,leptin sends a satiety signal to the hypothalamus,white adipocyte SECRETES leptin,IF leptin IS LOW -> INCREASE hunger,IF leptin IS HIGH -> DECREASE hunger,,minutes,adipose tissue,adipose tissue,UBERON:0001013,white adipose tissue,white adipose tissue,UBERON:0001347,,,,,,,,,,,,,,,,,,,white adipocyte,white adipocyte,CL:0000448,,,,plasma leptin,,LP19488-3,,,,,,,,,,appetite suppression,,,hepatocyte triglyceride handling,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,48,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glp-1 production,,,,,,,,,,,,,,,,"glp-1 is an incretin hormone whose release is stimulated by feeding, then goes on to increase insulin secretion",ileal l cell SECRETES glp-1,IF glp-1 IS HIGH -> INCREASE insulin secretion,,,minutes,small intestine,small intestine,UBERON:0002108,ileum,ileum,UBERON:0002116,,,,,,,,,,,,,,,,,,,enteroendocrine cells,enteroendocrine cell,CL:0000164,L cell,type L enteroendocrine cell,CL:0002279,,,,,,,,,,,,,insulin sensitivity ,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glp-1 production,,,,,,,,,,,,,,,,,,IF glp-1 IS HIGH -> DECREASE glucagon secretion,,,minutes,small intestine,small intestine,UBERON:0002108,ileum,ileum,UBERON:0002116,,,,,,,,,,,,,,,,,,,enteroendocrine cells,enteroendocrine cell,CL:0000164,L cell,type L enteroendocrine cell,CL:0002279,,,,,,,,,,,,,insulin sensitivity ,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glp-1 production,,,,,,,,,,,,,,,,,,IF glp-1 IS HIGH -> DECREASE gastric emptying,,,minutes,small intestine,small intestine,UBERON:0002108,ileum,ileum,UBERON:0002116,,,,,,,,,,,,,,,,,,,enteroendocrine cells,enteroendocrine cell,CL:0000164,L cell,type L enteroendocrine cell,CL:0002279,,,,,,,,,,,,,insulin sensitivity ,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glp-1 production,,,,,,,,,,,,,,,,,,IF glp-1 IS HIGH -> DECREASE hunger,,,minutes,small intestine,small intestine,UBERON:0002108,ileum,ileum,UBERON:0002116,,,,,,,,,,,,,,,,,,,enteroendocrine cells,enteroendocrine cell,CL:0000164,L cell,type L enteroendocrine cell,CL:0002279,,,,,,,,,,,,,insulin sensitivity ,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,gastric inhibitory peptide production,,,,,,,,,,,,,,,,gip is produced in response to fats in the intestinal lumen; reduces stomach acid secretion directly via parietal cell inhibition and indirectly by inhibiting gastrin,duodenal k cell SECRETES gastric inhibitory peptide,IF fat in meal IS HIGH -> INCREASE gastric inhibitory peptide secretion,,,minutes,small intestine,small intestine,UBERON:0002108,duodenum,duodenum,UBERON:0002114,,,,,,,,,,,,,,,,,,,K cell,GIP cell,CL:0002278,,,,,,,,,,,,,,,,gastric acid secretion,,,triglyceride metabolism,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,42,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,gastric inhibitory peptide production,,,,,,,,,,,,,,,,,,IF gastric inhibitory peptide IS HIGH -> DECREASE gastrin secretion,,,minutes,small intestine,small intestine,UBERON:0002108,jejunum,jejunum,UBERON:0002115,,,,,,,,,,,,,,,,,,,K cell,GIP cell,CL:0002278,,,,,,,,,,,,,,,,gastric acid secretion,,,triglyceride metabolism,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,42,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,gastrin production,,,,,,,,,,,,,,,,gastrin increases gastric acid secretion; inhibited by prostaglandins and somatostatin,gastric g cell SECRETES gastrin,IF prostagladin IS HIGH -> DECREASE gastrin secretion,IF somatostatin IS HIGH -> DECREASE gastin secretion,,minutes,stomach,stomach,UBERON:0000945,gastric antrum,pylorus,UBERON:0001166,,,,,,,,,,,,,,,,,,,enteroendocrine cells,enteroendocrine cell,CL:0000164,G cell,gastrin secreting cell,CL:0000509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,43,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,gastric acid secretion,GO:0001696,,,,,,,,,,,,,,,gastric acid is released in response to gastrin to aid in digestion by activating digestive enzymes such as trypsin and by solubilizing fats,gastric parietal cell SECRETES gastric acid,IF gastrin IS HIGH -> INCREASE gastric acid secretion,,,minutes,stomach,stomach,UBERON:0000945,gastric fundus,fundus of stomach,UBERON:0001160,,,,,,,,,,,,,,,,,,,parietal cell,parietal cell,CL:0000162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,43,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,cholecystokinin production,,,,,,,,,,,,,,,,CCK stimulates gallbladder contraction and pancreatic enzyme release; slows gastric empyting,duodenal i cell SECRETES cholecytokinin,IF cholecystokinin IS HIGH -> INCREASE gallbladder contraction,IF cholecystokinin IS HIGH -> INCREASE [pancreatic exocrine enzymes] secretion,,minutes,small intestine,small intestine,UBERON:0002108,duodenum,duodenum,UBERON:0002114,,,,,,,,,,,,,,,,,,,enteroendocrine cells,enteroendocrine cell,CL:0000164,I cell,type I enteroendocrine cell,CL:0002277,,,,,,,,,,,,,gallbladder contraction,,,pancreatic exocrine function,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,42,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,cholecystokinin production,,,,,,,,,,,,,,,,,,IF cholecystokinin IS HIGH -> DECREASE gastric emptying,,,minutes,small intestine,small intestine,UBERON:0002108,duodenum,duodenum,UBERON:0002114,,,,,,,,,,,,,,,,,,,enteroendocrine cells,enteroendocrine cell,CL:0000164,I cell,type I enteroendocrine cell,CL:0002277,,,,,,,,,,,,,gallbladder contraction,,,pancreatic exocrine function,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,42,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,secretin production,,,,,,,,,,,,,,,,secretin stimulates HCO3- release from the duodenum and pancreas,duodenal s cell SECRETES secretin,IF secretin IS HIGH -> INCREASE bicarbonate secretion FROM pancreas,IF secretin IS HIGH -> INCREASE bicarbonate secretion FROM duodenum,,minutes,small intestine,small intestine,UBERON:0002108,duodenum,duodenum,UBERON:0002114,,,,,,,,,,,,,,,,,,,enteroendocrine cells,enteroendocrine cell,CL:0000164,S cell,type S enteroendocrine cell,CL:0002281,,,,,,,,,,,,,pancreatic exocrine function,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,42,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,motilin production,,,,,,,,,,,,,,,,"motilin stimulates smooth muscle cell contraction in the esophageal sphincter, stomach, and duodenum",duodenal mo cell SECRETES motilin,IF motilin IS HIGH -> INCREASE smooth muscle cell contraction IN stomach,IF motilin IS HIGH -> INCREASE smooth muscle cell contraction IN duodenum,,minutes,small intestine,small intestine,UBERON:0002108,duodenum,duodenum,UBERON:0002114,,,,,,,,,,,,,,,,,,,enteroendocrine cells,enteroendocrine cell,CL:0000164,Mo cell,type M enteroendocrine cell,CL:0002502,,,,,,,,,,,,,smooth muscle cell contraction,,,esophagus and stomach contraction,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,41,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,fluid and electrolyte homeostasis,multicellular organismal-level water homeostasis,GO:0050891,antrial natriuretic peptide production,,,,,,,,,,,,,,,,ANP triggers vasodilation of afferent arterioles to increase renal blood flow,atrial cardiomyocyte SECRETES atrial natriuretic peptide,IF anp IS HIGH -> INCREASE afferent arteriolar vasodilation,IF anp IS HIGH -> INCREASE renal blood flow,,minutes,heart,heart,UBERON:0000948,atrium,cardiac atrium,UBERON:0002081,,,,,,,,,,,,,,,,,,,atrial cardiomyocyte,regular atrial cardiac myocyte,CL:0002129,,,,plasma ANP,,LP15149-5,,,,,,,,,,GFR regulation,,,volume regulation,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,34,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,fluid and electrolyte homeostasis,multicellular organismal-level water homeostasis,GO:0050891,brain natriuretic peptide production,,,,,,,,,,,,,,,,BNP triggers vasodilation and natriuresis in response to increased preload,ventricular cardiomyocyte SECRETES brain natriuretic peptide,IF bnp IS HIGH -> INCREASE afferent arteriolar vasodilation,IF bnp IS HIGH -> INCREASE renal sodium excretion,,minutes,heart,heart,UBERON:0000948,ventricle,cardiac ventricle,UBERON:0002082,,,,,,,,,,,,,,,,,,,ventricular cardiomyocyte,regular ventricular cardiac myocyte,CL:0002131,,,,plasma BNP,,33762-6,,,,,,,,,,sodium excretion,,,vascular relaxation,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,3,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,fluid and electrolyte homeostasis,multicellular organismal-level water homeostasis,GO:0050891,renin production,renin secretion into blood stream,GO:0002001,,,,,,,,,,,,,,renin is released in response to decreased afferent arteriole pressure,juxtaglomerular cell SECRETES renin,IF afferent arteriolar pressure IS LOW -> INCREASE renin secretion,,,minutes,kidney,kidney,UBERON:0002113,juxtaglomerular apparatus,juxtaglomerular apparatus,UBERON:0002303,,,,,,,,,,,,,,,,,,,juxtaglomerular cell,juxtaglomerular complex cell,CL:1000618,,,,plasma renin,,30895-7,,,,,,,,,,RAAS activation,,,volume regulation,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,33,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,fluid and electrolyte homeostasis,multicellular organismal-level water homeostasis,GO:0050891,angiotensin II production,,,,,,,,,,,,,,,,angiotensin I is cleaved to angiotensin II by angiotensin converting enzyme in the lung endothelial cells,pulmonary capillary endothelial cell SECRETES angiotensin ii,IF renin IS HIGH -> INCREASE angiotensin ii secretion,,,minutes,lung,lung,UBERON:0002048,pulmonary vasculature,lung vasculature,UBERON:0000102,pulmonary capillary,pulmonary capillary,UBERON:0016405,,,,,,,,,,,,,,,,endothelial cell,pulmonary capillary endothelial cell,CL:4028001,,,,plasma angiotensin II,,LP15389-7,,,,,,,,,,RAAS activation,,,volume regulation,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,23,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,fluid and electrolyte homeostasis,multicellular organismal-level water homeostasis,GO:0050891,angiotensin II production,,,,,,,,,,,,,,,,angiotensin I is cleaved to angiotensin II by angiotensin converting enzyme in the tubular endothelial cells,renal tubular endothelial cell SECRETES angiotensin ii,IF renin IS HIGH -> INCREASE angiotensin ii secretion,,,minutes,kidney,kidney,UBERON:0002113,proximal tubule,proximal tubule,UBERON:0004134,,,,,,,,,,,,,,,,,,,tubular cells,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,plasma angiotensin II,,LP15389-7,,,,,,,,,,RAAS activation,,,volume regulation,,,pro-fibrotic tubular signaling,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,39,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,inflammation regulation,inflammatory response,GO:0006954,prostacyclin I2 release,prostaglandin secretion,GO:0032310,,,,,,,,,,,,,,PGI2 triggers vasodilation and inhibits platelet aggregation,glomerular enothelial cell SECRETES pgi2,IF pgi2 IS HIGH -> INCREASE vasodilation,IF pgi2 IS HIGH -> DECREASE platelet aggregation,,minutes,kidney,kidney,UBERON:0002113,glomerulus,renal glomerulus,UBERON:0000074,,,,,,,,,,,,,,,,,,,glomerular endothelial cell,kidney glomerular epithelial cell,CL:1000510,,,,,,,,,,,,,,,,platelet aggregation,,,vascular dilation,,,immune regulation,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,3,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,metabolic regulation,energy homeostasis,GO:0097009,adiponectin production,GO:0070162,,,,,,,,,,,,,,,adiponectin increases insulin sensitivity and generally improves cardiovascular function; reduces steatosis via AMPK and PPARa pathways,white adipocyte SECRETES adiponectin,IF adiponectin IS HIGH -> INCREASE sensitivity to insulin,,,minutes,adipose tissue,adipose tissue,UBERON:0001013,white adipose tissue,white adipose tissue,UBERON:0001347,,,,,,,,,,,,,,,,,,,white adipocyte,white adipocyte,CL:0000448,,,,plasma adiponectin,,,,,,,,,,,,insulin sensitivity,,,cardiovascular function,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,10,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,metabolic regulation,energy homeostasis,GO:0097009,resistin production,,,,,,,,,,,,,,,,resistin decreases insulin sensitivity and is elevated in type II diabetes,white adipocyte SECRETES resistin,IF resistin IS HIGH -> DECREASE sensitivity to insulin,,,minutes,adipose tissue,adipose tissue,UBERON:0001013,white adipose tissue,white adipose tissue,UBERON:0001347,,,,,,,,,,,,,,,,,,,white adipocyte,white adipocyte,CL:0000448,,,,,,,,,,,,,,,,insulin sensitivity,,,cardiovascular function,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,10,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone related protein production,,,,,,,,,,,,,,,,PTHrP mimics PTH effects on the bone and kidney and is elevated in hypercalcemia of malignancy; autocrine and paracrine function bya PTHR1,placenta SECRETES pthrp,IF pthrp IS HIGH AND (pregnant = TRUE) -> INCREASE calcium transport FROM mother TO fetus,IF pthrp IS HIGH AND (pregnant = TRUE) -> INCREASE uterine vasodilation,,minutes,placenta,placenta,UBERON:0001987,,,,,,,,,,,,,,,,,,,,,,syncitiotrophoblast,placental villous trophoblast,CL:2000060,,,,,,,,,,,,,,,,renal calcium handling,,,bone remodeling,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,10,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone mineraliz,GO:0030500,osteocalcin production,,,,,,,,,,,,,,,,osteocalcin is produced by osteoblasts and indicates increased bone turnover,osteoblast SECRETES osteocalcin,IF osteocalcin IS HIGH -> INCREASE bone remodeling,,,minutes,bone,bone tissue,UBERON:0002481,,,,,,,,,,,,,,,,,,,,,,osteoblast,osteoblast,CL:0000062,,,,plasma osteocaclcin,,,,,,,,,,,,bone remodeling,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,5,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone remodeling,GO:0046850,sclerostin production,,,,,,,,,,,,,,,,sclerostin is secreted by osteocytes and inhibits osteoblasts; antagonist of Wnt signaling,osteocyte SECRETES sclerostin,IF sclerostin IS HIGH -> DECREASE bone building,,,minutes,bone,bone tissue,UBERON:0002481,,,,,,,,,,,,,,,,,,,,,,osteocyte,osteoblast,CL:0000062,,,,,,,,,,,,,,,,bone remodeling,,,calcium homeostasis,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,iron homeostasis,multicellular organismal-level iron ion homeostasis,GO:0060586,hepcidin production,,,,,,,,,,,,,,,,hepcidin is secreted by hepatocytes to lower iron levels by downregulating efflux via FPN1,hepatocyte SECETES hepcidin,IF hepcidin IS HIGH -> DECREASE iron,,,minutes,liver,liver,UBERON:0002107,,,,,,,,,,,,,,,,,,,,,,hepatocyte,hepatocyte,CL:0000182,,,,plasma hepcidin,,,,,,,,,,,,iron metabolism,,,liver function,,,nutrient balance,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,45,,,,,,,,,
