respiratory system,respiratory system process,GO:0003016,control of breathing,regulation of respiratory gaseous exchange,GO:0043576,reflex and behavioural control,regulation of respiratory gaseous exchange by nervous system process,GO:0002087,mechanoreceptor and higher control,,,,,,,,,,,,,,,"the exercise hyperpnoea is faster in onset than any measured change in arterial blood gases, implicating central command and limb mechanoreceptor feedback",Exercise raises ventilation in near-exact proportion to CO2 production,organ system,lung,lung,UBERON:0002048,respiratory system,,,exercise,,,increases,transport of X from Y to Z,air,,,atmosphere,,,alveolus,,,,"ventilation rises from 6-8 L/min at rest to over 100 L/min in heavy exercise, yet PaCO2 stays near normal until the anaerobic threshold",seconds-minutes,systemic,systemic,tidal volume,Tidal volume.inspired,LOINC:76221-1,respiratory rate,Respiratory rate,LOINC:9279-1,airway resistance,Airway resistance,LOINC:75946-4,,,,brainstem respiratory centres,,,vagal afferents,,,cerebral cortex,,,,,,West's Respiratory Physiology: The Essentials,,8,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,control of breathing,regulation of respiratory gaseous exchange,GO:0043576,reflex and behavioural control,regulation of respiratory gaseous exchange by nervous system process,GO:0002087,mechanoreceptor and higher control,,,,,,,,,,,,,,,,,organ system,lung,lung,UBERON:0002048,respiratory system,,,voluntary cortical drive,,,increases,transport of X from Y to Z,air,,,atmosphere,,,alveolus,,,,"cortical pathways bypass the brainstem; breath-holding is limited by rising PCO2 and falling PO2, giving a break point near a PaCO2 of 50 mmHg",seconds-minutes,systemic,systemic,tidal volume,Tidal volume.inspired,LOINC:76221-1,respiratory rate,Respiratory rate,LOINC:9279-1,airway resistance,Airway resistance,LOINC:75946-4,,,,brainstem respiratory centres,,,vagal afferents,,,cerebral cortex,,,,,,West's Respiratory Physiology: The Essentials,,8,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,control of breathing,regulation of respiratory gaseous exchange,GO:0043576,reflex and behavioural control,regulation of respiratory gaseous exchange by nervous system process,GO:0002087,mechanoreceptor and higher control,,,,,,,,,,,,,,,,,organ system,lung,lung,UBERON:0002048,respiratory system,,,body temperature,,,increases,transport of X from Y to Z,air,,,atmosphere,,,alveolus,,,,fever and hyperthermia stimulate ventilation through hypothalamic pathways,minutes-hours,systemic,systemic,tidal volume,Tidal volume.inspired,LOINC:76221-1,respiratory rate,Respiratory rate,LOINC:9279-1,airway resistance,Airway resistance,LOINC:75946-4,,,,brainstem respiratory centres,,,vagal afferents,,,cerebral cortex,,,,,,West's Respiratory Physiology: The Essentials,,8,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,control of breathing,regulation of respiratory gaseous exchange,GO:0043576,state-dependent control,sleep,GO:0030431,ventilation during sleep,,,,,,,,,,,,,,,"voluntary and behavioural control are lost in sleep, leaving ventilation dependent on chemoreflexes alone",Sleep withdraws the wakefulness drive to breathe and blunts chemoreceptor responsiveness,organ system,lung,lung,UBERON:0002048,respiratory system,,,sleep,,,decreases,transport of X from Y to Z,air,,,atmosphere,,,alveolus,,,,PaCO2 rises by 2-8 mmHg in normal sleep as the wakefulness drive is withdrawn and chemoreflex sensitivity falls,minutes-hours,systemic,systemic,arterial PCO2,Carbon dioxide [Partial pressure] in Arterial blood,LOINC:2019-8,arterial oxygen saturation,Oxygen saturation in Arterial blood,LOINC:2708-6,respiratory rate,Respiratory rate,LOINC:9279-1,,,,brainstem respiratory centres,,,upper airway patency,,,cardiovascular consequences,,,,,,West's Respiratory Physiology: The Essentials,,8,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,control of breathing,regulation of respiratory gaseous exchange,GO:0043576,state-dependent control,sleep,GO:0030431,ventilation during sleep,,,,,,,,,,,,,,,,,cell,trachea,trachea,UBERON:0003126,upper airway dilator muscle cell,,,sleep,,,decreases,contraction X,force,,,,,,,,,,"loss of genioglossus and other pharyngeal dilator tone permits collapse during inspiration, the basis of obstructive sleep apnoea",seconds,systemic,intra-organ,arterial PCO2,Carbon dioxide [Partial pressure] in Arterial blood,LOINC:2019-8,arterial oxygen saturation,Oxygen saturation in Arterial blood,LOINC:2708-6,respiratory rate,Respiratory rate,LOINC:9279-1,,,,brainstem respiratory centres,,,upper airway patency,,,cardiovascular consequences,,,,,,West's Respiratory Physiology: The Essentials,,8,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,control of breathing,regulation of respiratory gaseous exchange,GO:0043576,state-dependent control,sleep,GO:0030431,ventilation during sleep,,,,,,,,,,,,,,,"periodic breathing is an instability of a negative feedback loop, not a failure of any single component",,organ system,lung,lung,UBERON:0002048,respiratory system,,,circulatory delay,,,increases,contraction X,frequency,,,,,,,,,,long circulation time and high chemoreflex gain generate the crescendo-decrescendo cycles of Cheyne-Stokes respiration,minutes,systemic,systemic,arterial PCO2,Carbon dioxide [Partial pressure] in Arterial blood,LOINC:2019-8,arterial oxygen saturation,Oxygen saturation in Arterial blood,LOINC:2708-6,respiratory rate,Respiratory rate,LOINC:9279-1,,,,brainstem respiratory centres,,,upper airway patency,,,cardiovascular consequences,,,,,,West's Respiratory Physiology: The Essentials,,8,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,airway defense and clearance,,,mucociliary clearance,,,airway secretion and transport,,,,,,,,,,,,,,,,Airway epithelium conditions inspired air to body temperature and full saturation,cell,trachea,trachea,UBERON:0003126,airway epithelial cell,,,,,,does,X secretion,water,,,,,,,,,,the nose and upper airway warm inspired air to 37 C and saturate it to 100% relative humidity before it reaches the alveoli,seconds,,intra-organ,forced vital capacity,Forced vital capacity [Volume] Respiratory system,LOINC:19870-5,airway resistance,Airway resistance,LOINC:75946-4,,,,,,,innate immune response,,,cough reflex,,,autonomic nervous system,,,,,,West's Respiratory Physiology: The Essentials,,,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,airway defense and clearance,,,mucociliary clearance,,,airway secretion and transport,,,,,,,,,,,,,,,,Goblet cells and submucosal glands secrete the mucus gel that traps inhaled particles,cell,bronchus,bronchus,UBERON:0002185,goblet cell,goblet cell,CL:0000160,,,,does,X secretion,mucin,,,,,,,,,,airway surface liquid comprises a watery periciliary layer beneath a mucus gel; total airway secretion is roughly 10-100 mL/day,minutes-hours,,intra-organ,forced vital capacity,Forced vital capacity [Volume] Respiratory system,LOINC:19870-5,airway resistance,Airway resistance,LOINC:75946-4,,,,,,,innate immune response,,,cough reflex,,,autonomic nervous system,,,,,,West's Respiratory Physiology: The Essentials,,,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,airway defense and clearance,,,mucociliary clearance,,,airway secretion and transport,,,,,,,,,,,,,,,,,cell,bronchus,bronchus,UBERON:0002185,goblet cell,goblet cell,CL:0000160,airway irritant,,,increases,X secretion,mucin,,,,,,,,,,chronic irritant exposure produces goblet cell hyperplasia and the sputum production of chronic bronchitis,hours-days,intra-organ,intra-organ,forced vital capacity,Forced vital capacity [Volume] Respiratory system,LOINC:19870-5,airway resistance,Airway resistance,LOINC:75946-4,,,,,,,innate immune response,,,cough reflex,,,autonomic nervous system,,,,,,West's Respiratory Physiology: The Essentials,,,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,airway defense and clearance,,,mucociliary clearance,,,airway secretion and transport,,,,,,,,,,,,,,,the mucociliary escalator clears particles of about 2-10 um deposited in conducting airways; smaller particles reach the alveoli and depend on macrophage clearance,Coordinated ciliary beating propels the mucus blanket proximally out of the lung,cell,trachea,trachea,UBERON:0003126,ciliated epithelial cell,,,,,,does,transport of X from Y to Z,mucus,,,distal airway,,,pharynx,,,,"cilia beat at 12-15 Hz, moving tracheal mucus at roughly 5-10 mm/min toward the larynx for swallowing",minutes-hours,,intra-organ,forced vital capacity,Forced vital capacity [Volume] Respiratory system,LOINC:19870-5,airway resistance,Airway resistance,LOINC:75946-4,,,,,,,innate immune response,,,cough reflex,,,autonomic nervous system,,,,,,West's Respiratory Physiology: The Essentials,,,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,airway defense and clearance,,,mucociliary clearance,,,airway secretion and transport,,,,,,,,,,,,,,,,,cell,trachea,trachea,UBERON:0003126,ciliated epithelial cell,,,cigarette smoke,,,decreases,transport of X from Y to Z,mucus,,,distal airway,,,pharynx,,,,impairs ciliary beat frequency and coordination; dehydration and hyperoxia have similar effects,hours-days,intra-organ,intra-organ,forced vital capacity,Forced vital capacity [Volume] Respiratory system,LOINC:19870-5,airway resistance,Airway resistance,LOINC:75946-4,,,,,,,innate immune response,,,cough reflex,,,autonomic nervous system,,,,,,West's Respiratory Physiology: The Essentials,,,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,airway defense and clearance,,,mucociliary clearance,,,airway secretion and transport,,,,,,,,,,,,,,,,Alveolar macrophages phagocytose particles and organisms that evade mucociliary clearance,cell,alveolus,alveolus of lung,UBERON:0002299,alveolar macrophage,alveolar macrophage,CL:0000583,,,,does,X uptake,inhaled particulate and microorganisms,,,,,,,,,,"the principal clearance route for particles under about 2 um reaching the alveoli, which have no cilia",hours-days,,intra-organ,forced vital capacity,Forced vital capacity [Volume] Respiratory system,LOINC:19870-5,airway resistance,Airway resistance,LOINC:75946-4,,,,,,,innate immune response,,,cough reflex,,,autonomic nervous system,,,,,,West's Respiratory Physiology: The Essentials,,,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,airway defense and clearance,,,mucociliary clearance,,,airway secretion and transport,,,,,,,,,,,,,,,,Club cells secrete protective proteins into the distal airway surface liquid,cell,respiratory bronchiole,respiratory bronchiole,UBERON:0002188,club cell,club cell,CL:0000158,,,,does,X secretion,club cell secretory protein,,,,,,,,,,"contributes anti-inflammatory and antiprotease activity to distal airway lining fluid, and serves as a bronchiolar progenitor",hours,,intra-organ,forced vital capacity,Forced vital capacity [Volume] Respiratory system,LOINC:19870-5,airway resistance,Airway resistance,LOINC:75946-4,,,,,,,innate immune response,,,cough reflex,,,autonomic nervous system,,,,,,West's Respiratory Physiology: The Essentials,,,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,airway defense and clearance,,,mucociliary clearance,,,airway secretion and transport,,,,,,,,,,,,,,,,Airway mast cells release bronchoconstrictor and inflammatory mediators on allergen exposure,cell,bronchus,bronchus,UBERON:0002185,mast cell,mast cell,CL:0000097,allergen,,,increases,X secretion,histamine,,,,,,,,,,"IgE-mediated degranulation releases histamine, leukotrienes and prostaglandins, producing the immediate asthmatic response",seconds-minutes,intra-organ,paracrine,forced vital capacity,Forced vital capacity [Volume] Respiratory system,LOINC:19870-5,airway resistance,Airway resistance,LOINC:75946-4,,,,,,,innate immune response,,,cough reflex,,,autonomic nervous system,,,,,,West's Respiratory Physiology: The Essentials,,,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,non-respiratory lung function,,,metabolic and reservoir function,metabolic process,GO:0008152,processing of bloodborne substances,,,,,,,,,,,,,,,the pulmonary endothelium is uniquely positioned to process the entire cardiac output on every circuit,Pulmonary endothelial ACE activates circulating angiotensin I,cell,pulmonary capillary,pulmonary capillary,UBERON:0016405,lung endothelial cell,lung endothelial cell,CL:1001567,,,,does,X conversion to Y,angiotensin I,,,angiotensin II,,,,,,,angiotensin-converting enzyme on the luminal endothelial surface converts about 70% in a single pass,seconds,,circulatory,arterial PO2,Oxygen [Partial pressure] in Arterial blood,LOINC:2703-7,hemoglobin,Hemoglobin [Mass/volume] in Blood,LOINC:718-7,,,,,,,renin-angiotensin system,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,cardiovascular system,blood circulation,GO:0008015,coagulation,,,,,,West's Respiratory Physiology: The Essentials,,4,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,non-respiratory lung function,,,metabolic and reservoir function,metabolic process,GO:0008152,processing of bloodborne substances,,,,,,,,,,,,,,,,Pulmonary endothelium inactivates bradykinin during passage through the lung,cell,pulmonary capillary,pulmonary capillary,UBERON:0016405,lung endothelial cell,lung endothelial cell,CL:1001567,,,,does,X uptake,bradykinin,,,,,,,,,,"the same enzyme that activates angiotensin I inactivates bradykinin, which is why ACE inhibition causes cough and angioedema",seconds,,circulatory,arterial PO2,Oxygen [Partial pressure] in Arterial blood,LOINC:2703-7,hemoglobin,Hemoglobin [Mass/volume] in Blood,LOINC:718-7,,,,,,,renin-angiotensin system,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,cardiovascular system,blood circulation,GO:0008015,coagulation,,,,,,West's Respiratory Physiology: The Essentials,,4,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,non-respiratory lung function,,,metabolic and reservoir function,metabolic process,GO:0008152,processing of bloodborne substances,,,,,,,,,,,,,,,,Pulmonary endothelium selectively clears vasoactive amines and eicosanoids from mixed venous blood,cell,pulmonary capillary,pulmonary capillary,UBERON:0016405,lung endothelial cell,lung endothelial cell,CL:1001567,,,,does,X uptake,serotonin,,,,,,,,,,"also removes prostaglandins E2 and F2-alpha and noradrenaline; angiotensin II, vasopressin and prostacyclin pass through essentially unchanged",seconds,,circulatory,arterial PO2,Oxygen [Partial pressure] in Arterial blood,LOINC:2703-7,hemoglobin,Hemoglobin [Mass/volume] in Blood,LOINC:718-7,,,,,,,renin-angiotensin system,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,cardiovascular system,blood circulation,GO:0008015,coagulation,,,,,,West's Respiratory Physiology: The Essentials,,4,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,non-respiratory lung function,,,metabolic and reservoir function,metabolic process,GO:0008152,processing of bloodborne substances,,,,,,,,,,,,,,,postural change and haemorrhage shift several hundred millilitres between the pulmonary and systemic circulations,The distensible pulmonary vascular bed serves as a blood reservoir for the left heart,organ,lung vasculature,lung vasculature,UBERON:0000102,lung vasculature,,,,,,does,X storage,blood,,,,,,,,,"[400, 600]",units = mL pulmonary blood volume; acts as a reservoir that buffers left ventricular filling over several beats,seconds-minutes,,circulatory,arterial PO2,Oxygen [Partial pressure] in Arterial blood,LOINC:2703-7,hemoglobin,Hemoglobin [Mass/volume] in Blood,LOINC:718-7,,,,,,,renin-angiotensin system,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,cardiovascular system,blood circulation,GO:0008015,coagulation,,,,,,West's Respiratory Physiology: The Essentials,,4,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system process,GO:0003016,non-respiratory lung function,,,metabolic and reservoir function,metabolic process,GO:0008152,processing of bloodborne substances,,,,,,,,,,,,,,,,The pulmonary capillary bed traps particulate matter arriving in venous blood,cell,pulmonary capillary,pulmonary capillary,UBERON:0016405,lung endothelial cell,lung endothelial cell,CL:1001567,,,,does,X uptake,circulating microthrombi and cell aggregates,,,,,,,,,,"the pulmonary capillary bed filters venous return before it reaches the systemic arterial circulation, including the brain and coronary beds",seconds-minutes,,circulatory,arterial PO2,Oxygen [Partial pressure] in Arterial blood,LOINC:2703-7,hemoglobin,Hemoglobin [Mass/volume] in Blood,LOINC:718-7,,,,,,,renin-angiotensin system,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,cardiovascular system,blood circulation,GO:0008015,coagulation,,,,,,West's Respiratory Physiology: The Essentials,,4,,,,,,,,,,,,,,,,,,,,,,,
